Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Intiial Trading High,Initial Trading Low,Close Day 1,Volume Initial Trading Day,Close Day 7 Trading,Price End Day 30,Price End Day 90,Price End Day 180,Price End Day 365,Price End Day 2 Years,Price End Day 5 Years,Price End Day 10 Years,notes,,,,,,,,,
AIM,14/10/1998,01/10/1998,1998,IPO,,NATURAL BUILDING MATERIALS,New Company Placing,United Kingdom,222,Building Materials & Merchants,Building Materials,100,,4.93,,3.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,06/10/1998,01/10/1998,1998,IPO,,FIRST ACTIVE,New Company Placing,Republic of Ireland,710,"Banks, Retail","Banks, Retail",2.25,,307.27,,92.04,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,06/10/1998,01/10/1998,1998,IPO,,EXETER ENHANCED INCOME,New Company Placing,United Kingdom,778,Utilities - Other,Provision of water and the removal of sewage,100,,40,,40,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/09/1998,01/09/1998,1998,IPO,,PRIVATE & COMMERCIAL FINANCE GROUP,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",65,,4.05,,0.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/09/1998,01/09/1998,1998,IPO,,PARALLEL PICTURES GROUP,New Company Placing,United Kingdom,434,Media,Broadcasting Contractors,32,,4.07,,0.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/09/1998,01/09/1998,1998,IPO,,MURRAY EXTRA RETURN INVESTMENT TR,New Company Placing,United Kingdom,860,Split Capital Investment Trusts,Split Capital Investment Trusts,20,,31.58,,14.81,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,25/08/1998,01/08/1998,1998,IPO,,GBIGT SECURITIES,New Company Placing,United Kingdom,778,Utilities - Other,Provision of water and the removal of sewage,1.675,, -   ,,16.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/08/1998,01/08/1998,1998,IPO,,KILN,New Company Placing,United Kingdom,734,Insurance,"Insurance, Composite",130,,127.12,,50,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/08/1998,01/08/1998,1998,IPO,,INTER LINK FOODS,New Company Placing,United Kingdom,330,Food Producers,Food Producers,110,,5.15,,2.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/08/1998,01/08/1998,1998,IPO,,METNOR GROUP,New Company Placing,United Kingdom,261,Engineering,"Engineering, Metallurgy",100,,12.7,,2.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/08/1998,01/08/1998,1998,IPO,,FIRESTONE DIAMONDS,New Company Placing,United Kingdom,125,Extractive Industries,Other Mineral Extractors & Mines,114,,25.74,,2.14,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/08/1998,01/08/1998,1998,IPO,,WILMSLOW GROUP,New Company Placing,United Kingdom,341,Household Goods & Textiles,Clothing & Footwear,2,,1.97,,0.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,06/08/1998,01/08/1998,1998,IPO,,HIDDEN HEARING INTERNATIONAL,New Company Placing,United Kingdom,367,Health Care,Other Health Care,140,,31.22,,9,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/08/1998,01/08/1998,1998,IPO,,PREMIER DIRECT GROUP,New Company Placing,United Kingdom,436,Media,Publishing,180,,6.6,,3.11,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,04/08/1998,01/08/1998,1998,IPO,,EFG HERMES HLDGS,International Offering (GDR),Egypt,772,Other Financial,"Financial, Other",11.75,,34.21,,34.21,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,29/07/1998,01/07/1998,1998,IPO,,STRINTZIS LINES SHIPPING S.A.,International Offering (GDR),Greece,496,Transport,Shipping & Ports,33.86,,61.26,,61.26,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,29/07/1998,01/07/1998,1998,IPO,,MARTIN CURRIE HIGH INCOME TRUST,New Company Placing,United Kingdom,802,Investment Trusts,UK Investment Trusts,100,,25,,25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/07/1998,01/07/1998,1998,IPO,,SUPARULE,New Company Placing,Republic of Ireland,253,Electronic & Electrical Equipment,Electronic Equipment,97.5,,5.35,,1.61,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/07/1998,01/07/1998,1998,IPO,,SPRINGBOARD VENTURE MANAGERS,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",125,,6.83,,5.13,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,20/07/1998,01/07/1998,1998,IPO,,PRESS CORP,International Offering (GDR),Malawi,240,Diversified Industrials,Diversified Industrials,11.45,,14,,5.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,16/07/1998,01/07/1998,1998,IPO,,RYANAIR HLDGS,New Company Placing,Republic of Ireland,492,Transport,Airlines & Airports,466,,780.2,,97.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,14/07/1998,01/07/1998,1998,IPO,,BALDWINS INDUSTRIAL SERVICES,New Company Placing,United Kingdom,481,Support Services,Business Support Services,112,,33.4,,11,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/07/1998,01/07/1998,1998,IPO,,COCA-COLA BEVERAGES,New Company Placing,United Kingdom,333,Food Producers,Food Producers,160,,"1,707.21",,228.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/07/1998,01/07/1998,1998,IPO,,TOUCHSTONE GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,105,,10.25,,2.96,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/07/1998,01/07/1998,1998,IPO,,POLICY MASTER GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,150,,21.2,,6.02,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/07/1998,01/07/1998,1998,IPO,,SPORTS & OUTDOOR MEDIA INTL,New Company Placing,United Kingdom,432,Media,Media Agencies,76,,23.45,,4,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,02/07/1998,01/07/1998,1998,IPO,,DOR ENERGY(1998),International Offering (GDR),Israel,165,Oil Exploration & Production,Oil Services,7.2,,73.56,,28.73,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/07/1998,01/07/1998,1998,IPO,,DRESDNER RCM INCOME GROWTH INV TST,New Company Placing,United Kingdom,860,Split Capital Investment Trusts,Split Capital Investment Trusts,100,,50.12,,50.12,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/07/1998,01/07/1998,1998,IPO,,ECSOFT GROUP PLC,New Company Placing,United Kingdom,487,Support Services,Information Technology,1807,,196.96,,36.14,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/07/1998,01/07/1998,1998,IPO,,CCM DISTRIBUTION,New Company Placing,United Kingdom,412,Distributors,Distributors of Industrial Components & Equipment,10,,16.5,,2.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,30/06/1998,01/06/1998,1998,IPO,,HELLENIC PETROLEUM SA,International Offering (GDR),Greece,165,Oil Exploration & Production,Oil Services,62.67,,892.29,,202.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/06/1998,01/06/1998,1998,IPO,,INTERIOR SERVICES GROUP,New Company Placing,United Kingdom,481,Support Services,Business Support Services,126,,26.39,,7.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/06/1998,01/06/1998,1998,IPO,,MURRAY FINANCIAL CORP,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",10,,10,,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,25/06/1998,01/06/1998,1998,IPO,,ALSTOM,New Company Placing,France,252,Electronic & Electrical Equipment,Electrical Equipment,205,,"4,559.73",,2302.53,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,25/06/1998,01/06/1998,1998,IPO,,HW GROUP,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,160,,42.54,,18.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/06/1998,01/06/1998,1998,IPO,,ADVAL GROUP,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,65,,8.57,,2.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,23/06/1998,01/06/1998,1998,IPO,,MALTACOM,International Offering (GDR),Malta,460,Packaging,Packaging,13.62,,56.42,,56.42,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,22/06/1998,01/06/1998,1998,IPO,,ADVANCE DEVELOPING MARKETS TRUST,New Company Placing,United Kingdom,801,Investment Trusts,International Investment Trusts,100,,80,,80,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,19/06/1998,01/06/1998,1998,IPO,,NEW LOOK GROUP,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",165,,330,,87,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,18/06/1998,01/06/1998,1998,IPO,,CESKE RADIOKOMUNIKACE,International Offering (GDR),Czech Republic,460,Packaging,Packaging,16.33,,82.03,,82.03,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,18/06/1998,01/06/1998,1998,IPO,,BRITISH REGIONAL AIR LINES GROUP,New Company Placing,United Kingdom,492,Transport,Airlines & Airports,150,,97,,61.01,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,18/06/1998,01/06/1998,1998,IPO,,WOOLWORTHS HLDGS,New Company Placing,South Africa,452,"Retailers, General","Retailers, Multi Department",12.603,,61.33,,55.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/06/1998,01/06/1998,1998,IPO,,ANGLO SIBERIAN OIL CO,New Company Placing,United Kingdom,162,Oil Exploration & Production,Oil Exploration & Production,100,,36.29,,15.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/06/1998,01/06/1998,1998,IPO,,CITY GOURMETS HLDGS,New Company Placing,United Kingdom,440,"Retailers, Food","Retailers and Wholesalers, Food",100,,20.9,,2.54,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/06/1998,01/06/1998,1998,IPO,,JSB SOFTWARE TECHNOLOGIES,New Company Placing,United Kingdom,487,Support Services,Information Technology,200,,18.93,,8.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/06/1998,01/06/1998,1998,IPO,,ATA GROUP,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,134,,8.69,,0.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,12/06/1998,01/06/1998,1998,IPO,,ITNET,New Company Placing,United Kingdom,487,Support Services,Information Technology,350,,246.06,,125.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,12/06/1998,01/06/1998,1998,IPO,,GOLDSHIELD GROUP,New Company Placing,United Kingdom,370,Pharmaceuticals,Pharmaceuticals,180,,57.92,,12.69,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,11/06/1998,01/06/1998,1998,IPO,,FINANSBANK,International Offering (GDR),Turkey,710,"Banks, Retail","Banks, Retail",7.27,,34.96,,34.96,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,04/06/1998,01/06/1998,1998,IPO,,BANCA TURCO ROMANA SA,International Offering (GDR),Romania,710,"Banks, Retail","Banks, Retail",18.5,,24.51,,24.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,04/06/1998,01/06/1998,1998,IPO,,QUANTICA,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,124,,48.31,,12.07,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,04/06/1998,01/06/1998,1998,IPO,,MULTI EQUIPMENT RENTAL,New Company Placing,United Kingdom,217,Construction,Other Construction,10,,2.85,,1.59,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,03/06/1998,01/06/1998,1998,IPO,,SPT TELECOM,International Offering (GDR),Czech Republic,460,Packaging,Packaging,13,,"2,568.03",,2568.03,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,03/06/1998,01/06/1998,1998,IPO,,GAME,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",200,,147.66,,78.89,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/06/1998,01/06/1998,1998,IPO,,JAMES R KNOWLES(HLDGS),New Company Placing,United Kingdom,217,Construction,Other Construction,85,,16.93,,5,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/06/1998,01/06/1998,1998,IPO,,DRESDNER RCM ENDOWNMENT PCY TST2010,New Company Placing,United Kingdom,802,Investment Trusts,UK Investment Trusts,100,,25,,25,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,29/05/1998,01/05/1998,1998,IPO,,COMPUTACENTER,International Offering (GDR),United Kingdom,487,Support Services,Information Technology,670,,"1,185.90",,296.84,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,29/05/1998,01/05/1998,1998,IPO,,NATIONAL BANK OF GREECE,International Offering (GDR),Greece,710,"Banks, Retail","Banks, Retail",30.33,,231.72,,40.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,28/05/1998,01/05/1998,1998,IPO,,CITY NORTH GROUP,New Company Placing,United Kingdom,792,Property,Property,145,,31.42,,11,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,22/05/1998,01/05/1998,1998,IPO,,MOSTOSTAL WARSZAWA,International Offering (GDR),Poland,210,Construction,Construction,7.76,,11.86,,11.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,21/05/1998,01/05/1998,1998,IPO,,ICM COMPUTER GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,180,,34.27,,18.34,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,20/05/1998,01/05/1998,1998,IPO,,ESKMUIR PROPERTIES,New Company Placing,United Kingdom,792,Property,Property,220,,138.21,,50,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/05/1998,01/05/1998,1998,IPO,,AMBIENT MEDIA CORP,New Company Placing,United Kingdom,432,Media,Media Agencies,90,,17.22,,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,18/05/1998,01/05/1998,1998,IPO,,THOMSON TRAVEL GROUP,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,170,,"1,700.00",,1700,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,18/05/1998,01/05/1998,1998,IPO,,TAYLOR & FRANCIS GROUP,New Company Placing,United Kingdom,436,Media,Publishing,200,,129.33,,24.27,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,18/05/1998,01/05/1998,1998,IPO,,ELDERSTREET DOWNING VCT,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,13.55,,13.55,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,18/05/1998,01/05/1998,1998,IPO,,PENNINE DOWNING AIM VCT,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,8.16,,8.16,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/05/1998,01/05/1998,1998,IPO,,INTER-ALLIANCE,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",325,,17.84,,3.95,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/05/1998,01/05/1998,1998,IPO,,DIMENSION RESOURCES,New Company Placing,Bermuda,222,Building Materials & Merchants,Building Materials,30,,18.8,,1.3,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,14/05/1998,01/05/1998,1998,IPO,,TURKIYE IS BANKASI,International Offering (GDR),Turkey,710,"Banks, Retail","Banks, Retail",10.45,,63.87,,63.87,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,14/05/1998,01/05/1998,1998,IPO,,MATALAN,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",235,,196.7,,55.16,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,05/05/1998,01/05/1998,1998,IPO,,JWE TELECOM,New Company Placing,United Kingdom,460,Packaging,Packaging,103,,19.95,,7.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/05/1998,01/05/1998,1998,IPO,,CAPTAIN 0.M. WATTS,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",4,,0.81,,0.76,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/04/1998,01/04/1998,1998,IPO,,ARM HLDGS,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,575,,274.62,,67.45,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,23/04/1998,01/04/1998,1998,IPO,,AB AIRLINES,New Company Placing,United Kingdom,492,Transport,Airlines & Airports,95,,25.29,,9,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/04/1998,01/04/1998,1998,IPO,,LLP GROUP,New Company Placing,United Kingdom,436,Media,Publishing,285,,137.53,,137.53,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,17/04/1998,01/04/1998,1998,IPO,,FUBON INSURANCE,International Offering (GDR),Taiwan,734,Insurance,"Insurance, Composite",20.07,,98.14,,98.14,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/04/1998,01/04/1998,1998,IPO,,DESIRE PETROLEUM,New Company Placing,United Kingdom,162,Oil Exploration & Production,Oil Exploration & Production,125,,52.29,,15,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,16/04/1998,01/04/1998,1998,IPO,,PICK SZEGED RT,International Offering (GDR),Hungary,330,Food Producers,Food Producers,12.89,,121.13,,121.13,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/04/1998,01/04/1998,1998,IPO,,OXFORD GLYCOSCIENCES,New Company Placing,United Kingdom,370,Pharmaceuticals,Pharmaceuticals,280,,103.16,,30.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/04/1998,01/04/1998,1998,IPO,,OTTAKAR'S,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,153,,30.57,,14.82,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,14/04/1998,01/04/1998,1998,IPO,,INVESCO GEARED OPPORTUNITIES TRUST,New Company Placing,United Kingdom,860,Split Capital Investment Trusts,Split Capital Investment Trusts,100,,7.99,,17.18,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,09/04/1998,01/04/1998,1998,IPO,,MICROCAP GROWTH TRUST,New Company Placing,United Kingdom,802,Investment Trusts,UK Investment Trusts,100,,6.2,,6.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,08/04/1998,01/04/1998,1998,IPO,,MURRAY VCT 3,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,40,,40,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,03/04/1998,01/04/1998,1998,IPO,,LEVERAGED INCOME FUND,New Company Placing,United Kingdom,860,Split Capital Investment Trusts,Split Capital Investment Trusts,100,,40,,40,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,03/04/1998,01/04/1998,1998,IPO,,BARONSMEAD VCT 2,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,3.89,,3.88,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/04/1998,01/04/1998,1998,IPO,,VI GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,50,,10,,3.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/03/1998,01/03/1998,1998,IPO,,PEEL HOTELS,New Company Placing,United Kingdom,424,Leisure & Hotels,Hotels,25,,1.25,,0.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/03/1998,01/03/1998,1998,IPO,,HARTFORD GROUP,New Company Placing,United Kingdom,349,Household Goods & Textiles,Other Textiles & Leather Goods,2,,2.87,,0.67,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/03/1998,01/03/1998,1998,IPO,,OXFORD ASYMMETRY INTERNATIONAL,New Company Placing,United Kingdom,370,Pharmaceuticals,Pharmaceuticals,290,,119.69,,33.31,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/03/1998,01/03/1998,1998,IPO,,CLOSE BROTHERS AIM VCT,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,8.05,,8.05,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/03/1998,01/03/1998,1998,IPO,,QUESTER VCT 2,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,6.25,,6.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/03/1998,01/03/1998,1998,IPO,,GUARDIAN IT,New Company Placing,United Kingdom,487,Support Services,Information Technology,255,,130.54,,44.48,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/03/1998,01/03/1998,1998,IPO,,ADVENT 2 VCT,New Company Placing,United Kingdom,880,Venture Capital Investment Trusts,Venture Capital Investment Trusts,100,,15.43,,15.43,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/03/1998,01/03/1998,1998,IPO,,PENNANT INTERNATIONAL GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,125,,8.25,,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/03/1998,01/03/1998,1998,IPO,,BGR,New Company Placing,United Kingdom,470,"Breweries, Pubs & Restaurants","Breweries, Pubs & Restaurants",160,,25.02,,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,27/02/1998,01/02/1998,1998,IPO,,QUADRANT HEALTHCARE,New Company Placing,United Kingdom,370,Pharmaceuticals,Pharmaceuticals,130,,57.74,,20.02,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,24/02/1998,01/02/1998,1998,IPO,,PROKOM SOFTWARE SA,International Offering (GDR),Poland,487,Support Services,Information Technology,10.61,,43.76,,11.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,18/02/1998,01/02/1998,1998,IPO,,BANQUE INTER ARABE TUNISIE,International Offering (GDR),Tunisia,710,"Banks, Retail","Banks, Retail",12.5,,28.23,,24.55,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,17/02/1998,01/02/1998,1998,IPO,,EFES SINAI YATIRIM HLDGS A.S.,International Offering (GDR),Turkey,330,Food Producers,Food Producers,15.75,,59.31,,59.31,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/02/1998,01/02/1998,1998,IPO,,FRIENDS IVORY & SIME,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",197,,205.35,,12.46,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,11/02/1998,01/02/1998,1998,IPO,,MONSOON,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",198,,351.93,,88.31,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,09/02/1998,01/02/1998,1998,IPO,,EUROSOV ENERGY,New Company Placing,United Kingdom,162,Oil Exploration & Production,Oil Exploration & Production,100,,35,,13,-,-,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,05/02/1998,01/02/1998,1998,IPO,,ATHLONE EXTRUSIONS,New Company Placing,Republic of Ireland,236,Chemicals,"Chemicals, Materials Technology",77.4,,35.68,,35.68,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,02/02/1998,01/02/1998,1998,IPO,,RICHARDS GROUP,New Company Placing,United Kingdom,265,Engineering,"Engineering, General",50,,5.72,,5.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,19/01/1998,01/01/1998,1998,IPO,,FALKLAND ISLANDS HLDGS,New Company Placing,United Kingdom,452,"Retailers, General","Retailers, Multi Department",100,,6.11,,2.11,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/12/1997,01/12/1997,1997,IPO,,LONGMEAD GROUP,New Company Placing,United Kingdom,342,Household Goods & Textiles,Furnishings & Floor Coverings,135,,4.86,,1.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/12/1997,01/12/1997,1997,IPO,,BOND INTERNATIONAL SOFTWARE,New Company Placing,United Kingdom,487,Support Services,Information Technology,65,,8.85,,2.29,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/12/1997,01/12/1997,1997,IPO,,OPTOPLAST,New Company Placing,United Kingdom,414,Distributors,"Distributors, Other",128,,11.13,,4.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/12/1997,01/12/1997,1997,IPO,,BCO TECHNOLOGIES,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,140,,25,,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/12/1997,01/12/1997,1997,IPO,,PROPERTY ASSET HLDGS,New Company Placing,United Kingdom,792,Property,Property,6,,8.18,,3.66,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/12/1997,01/12/1997,1997,IPO,,GOOCH & HOUSEGO,New Company Placing,United Kingdom,265,Engineering,"Engineering, General",105,,17.75,,5.91,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/12/1997,01/12/1997,1997,IPO,,GENERAL INDUSTRIES,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",25,,1,,0.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/12/1997,01/12/1997,1997,IPO,,RAZORBACK VEHICLES CORP LTD,New Company Placing,Australia,270,"Engineering, Vehicles",Vehicle Components & Assemblers,102,,23.13,,2.73,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/12/1997,01/12/1997,1997,IPO,,MARKET LINK PUBLISHING,New Company Placing,United Kingdom,487,Support Services,Information Technology,50,,7.42,,3.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/12/1997,01/12/1997,1997,IPO,,RAPID TECHNOLOGY GROUP,New Company Placing,Republic of Ireland,487,Support Services,Information Technology,95,,20.88,,4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/12/1997,01/12/1997,1997,IPO,,RANGE COOKER CO,New Company Placing,United Kingdom,342,Household Goods & Textiles,Furnishings & Floor Coverings,5,,6.25,,1.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/11/1997,01/11/1997,1997,IPO,,MAELOR,New Company Placing,United Kingdom,360,Health Care,Health Care,88,,13.03,,6.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/11/1997,01/11/1997,1997,IPO,,CRC GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,90,,11.5,,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/11/1997,01/11/1997,1997,IPO,,SAVOY ASSET MANAGEMENT,New Company Placing,United Kingdom,775,Utilities - Other,Multi-Utilities,95,,4.67,,1.43,-,-,,,,,,,,,,,,,,,,,,,,,,,
